t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R)
107,113,4.9173321023419305,4.9173321023419305,0.12449606996207745,0.2522261631267774,1.4146282901353997,3.4084348826152175,6.816869765230435,14.731010478768814,18.13944536138403
108,114,9.857366992418301,6.970211044983424,1.1937728737883648,1.751464412968447,4.737838775020147,8.272041110607422,13.271143363861546,23.381006760043807,27.460866827683333
109,115,3.549551523007572,2.5099119520896918,0.4298671567711479,0.6306869957593537,1.7060542488244457,2.9786895572744068,4.778822496461598,8.419295763097427,9.88841764198112
110,116,2.6073013510775276,1.843640465943767,0.31575628959559643,0.46326727348278635,1.2531717089156462,2.187978187323671,3.5102548225660533,6.184342184064248,7.263476670458583
111,117,2.299025441696363,1.625656479943896,0.2784226467937481,0.4084925770479391,1.1050021664816416,1.9292812150214076,3.0952176435537555,5.4531326098703,6.40467495391396
112,118,2.1294442841658627,1.5057444934926152,0.25788558188369165,0.37836126888490595,1.023494783802396,1.7869732023689795,2.866907603445902,5.050897591772029,5.93225208612267
113,119,2.0204817134896698,1.4286963208719605,0.24468970906780343,0.3590007170223551,0.9711230812196874,1.6955347011095465,2.7202094133662515,4.79244575534032,5.628701792738808
114,120,1.9445856382760922,1.3750296914229956,0.23549834225690386,0.34551544505035703,0.9346444385664004,1.6318447264151534,2.6180292170026074,4.612425406194923,5.417268859807843
115,121,0.9445141338510936,0.9445141338510936,0.023913027479289854,0.04844724152082645,0.27171978348628145,0.6546873088779043,1.3093746177558085,2.8295114736056144,3.4841987824835177
116,122,1.385241773457346,1.385241773457346,0.03507128523221026,0.07105361408388024,0.39850922423498975,0.9601764296658177,1.9203528593316355,4.149813487421336,5.109989917087154
117,123,1.8608374675836588,1.8608374675836588,0.04711232569425531,0.09544848403215264,0.5353295791703907,1.2898342441359216,2.5796684882718433,5.574570857478843,6.864405101614765
